"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 10 10:37:20 GMT 2023","Fri Feb 10 10:37:47 GMT 2023","27202","","Add Media","","","","A.M_1. Add Media to Case",""
